id_seller,username,nama_toko,level_toko,premium_toko,id_produk,nama_produk,kategori,kondisi,rating,jumlah_rating,stok,jumlah_interest,jumlah_sold,jumlah_view,harga,harga_asli,diskon,deskripsi
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4hkfnbd,Masker N95 1 kotak isi 10 pcs,Alat Bantu Kesehatan,Baru,0,0,28,0,0,0,26250,35000,25,"<p>Masker N95, 1 kotak isi 10 pcs 5 Ply Earloop<br>Warna putih<br>Harga diatas untuk 1 kotak isi 10 pcs</p><p>N95 Premium Face Mask Adalah masker pelindung terbaik dengan kinerja penyaringan yang efektif.Masker ini dirancang dengan 5 lapaisan kain non_woven kepadatan tinggi untuk membantu melindungi pemakainya dari beberapa zat berbahaya saat bernafas untuk waktu yang lama.<br>Efisiensi penyaringan 5 lapisan bahan akan membantu menghalangi polutan udara PM2,5 seperti alergen,virus,bakteri,debu,tetesan dan partikel berbahaya berbasis non- minyak lainnya di udara yang lebih besar dari 0.2 mikron,setidaknya hingga 99%.<br>Didesain dengan bahan ekstra ringan dan fleksibel dengan kawat hidung yang dapat disesuaikan dengan bentuk wajah agar pas dan nyaman sehingga mengurangi iritasi kulit serta tali pengait telinga yang dapat direnggangkan memamstikan kenyamanan dalam waktu yang lama.</p><p>KEMENKES RI No:<br>FR.03.02/VA/10627/2020</p><p>Best Before:<br>DES 2025</p>"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4hk5d6j,Masker Elegant  KF-94 Mask | Korean Mask KF-94 Premium Isi 10 Pcs | Masker 4,Masker & Pelindung Wajah,Baru,0,0,86,0,0,0,10000,11300,12,"<p>Elegant KF-94 Mask adalah masker pelindung terbaik dengan kinerja penyaringannya yang efektif. masker ini dirancang dengan 4 lapisan kain non-woven kepadatan tinggi untuk membantu melindungi pemakainya saat bernafas dari polutan udara seperti alergen, asap, debu, tetesan dan partikel berbahaya berbasis non-minyak lainnya di udara untuk waktu yang lama.</p><p>Didesain dengan bentuk 3D dari bahan ekstra ringan dan fleksibel dengan kawat hidung yang dapat disesuaikan dengan bentuk wajah agar pas dan nyaman, sehingga mengurangi iritasi kulit.</p><p>Type : Masker 94<br>Warna : Putih, Mix Color<br>Isi : 1 Pax isi10 Pcs</p>"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4hd7687,Tas Kantong Cuci Pakaian Jaring-jaring / Kantong Cucian Kotor,Laundry Bag,Baru,5,2,276,3,3,0,59500,62000,4,"<p>Tas Kantong Cuci Pakaian Jaring-jaring Set 5pcs</p><ul><li>Bisa juga beli satuan sesuai ukuran dan 1 set isi 5Pcs</li><li>Pilihan Warna: Blue dan Orange</li></ul><p>Ukuran:<br>Besar - 50x60cm<br>Sedang - 40x50cm<br>Kecil - 30x40cm<br>Kantong Bra - 15x17cm<br>Silinder - 22x34cm<br>Berat: 210g<br>Bahan: Poliester</p><p>Tas/kantong cuci pakaian untuk mesin cuci, 2-in-1 mencuci dan melindungi pakaian, mencegah pakaian supaya tidak berubah bentuk, pakaian lama tetap nampak seperti baru</p><ol><li><p>Tas jaring-jaring permeabel - air mudah mengalir, pencucian lebih lancar dan pakaian lebih bersih</p></li><li><p>Ritsleting ketat - ritsleting pilihan berkualitas sampai ke detailnya</p></li><li><p>Desain dapat digantung, mudah disimpan</p></li><li><p>Cepat kering - setelah dikeluarkan dari mesin cuci, tas kantong pakaian langsung kering</p></li></ol>"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4h4gjbg,Masker Medis Hijab - Merk Naturvard Premium Face Mask Headloop,Masker Kesehatan,Baru,5,1,40,0,2,0,16500,18500,11,"<p>Masker 3 ply Earloop merk NATURVARD isi 50 pcs per kotak </p><p>masker Headloop, cocok digunakan ketika memakai hijab</p><p>Masker Kesehatan dengan spesifikasi bahan sesuai dengan anjuran Kemenkes<br>Sudah mendapatkan izin produksi dan distribusi dari Kementrian Kesehatan RI.</p><p>Masker wajah deluxe 3ply sekali pakai aman dipakai untuk mencegah virus covid 19<br>Deluxe 3 ply Disposable mask,dengan 3 filter melindungi dari partikel mikro dan debu..<br>Warna : </p><ul><li>Putih</li><li>Biru</li></ul>"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4h3zq2m,Blazer By Nature de fashion,"Bolero, Cardigan",Baru,0,0,25,0,0,0,140000,200000,30,"MELIA OUTER BLAZER,BY NATURE DE FASHION<br><br/>Selama produk masih tampil tayang berarti produk ready stok,silahkan langsung belanja<br><br/>Bahan asli garmen dan nyaman dipakai<br><br/>Foto kami asli bukan nyuci dari internet<br><br/>Toko kami penjual pertama dan brand kami pakai brand sendiri jadi aman kalau beli buat dijual kembali<br><br/><br><br/>Blazer dengan 5 varian warna<br><br/>-Putih <br><br/>-Cream<br><br/>-merah muda<br><br/>-Biru muda<br><br/>-Navi<br><br/><br><br/><br><br/>Dengan ukuran<br><br/>-Lingkar dada=98cm<br><br/>-Panjang baju=59cm<br><br/>-Panjang tangan=54cm<br><br/>-Panjang pundah=11cm<br><br/>-lingkar ketiak=48cm<br><br/>-All size<br><br/><br><br/><br><br/>Cocok buat ngantor,meeting,kuliah Bisa juga buat shopping <br><br/><br><br/>Silahkan mampir dan cek out kakak"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gwdrup,Blazer Semi Formal Melia Outer All size,"Bolero, Cardigan",Baru,0,0,5,5,0,0,97500,150000,35,"<p>Blazer Semi Formal ''Melia Outher''<br>Selama produk masih tayang berarti produk masih ready stok,silahkan langsung belanja<br>Bahan asli garmen jadi halus dan nyaman dipakai buat kerja dan shopping <br>Foto asli,bukan hasil curian dari internet<br>Toko kami penjual pertama dan brand kami pakai brand kami sendiri jadi aman kalau beli dan mau dijual kembali</p><p>LD:100cm<br>Pinggang: 94cm<br>Panjang Baju: 63cm<br>Panjang Tangan :53cm<br>Panjang Pundak : 14cm</p>"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gwdrfp,Mini Pot Kotak Merica - Storage anyaman sintesis 3set,Home Stuff,Baru,0,0,1,0,0,0,70000,75000,7,"<p>Mini Pot Kotak Merica / Storage anyaman sintesis 3set</p><p>Ukuran (PxLxT) = 16x14x13cm , 15x13x11cm , 12x11x10cm</p>"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gwdmsj,Talenan Kayu Jati Premium Model Kunci,Peralatan Masak Lainnya,Baru,0,0,4,2,0,0,79900,79900,0,"Talenan Kayu Jati Premium - Model Kunci<br><br/><br><br/>Talenan kayu terbuat dari pohon jati premium berbentuk persegi panjang seperti kunci<br><br/><br><br/>ukuran PxLxT : 36x11,5x2cm"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gwdlzp,Sendok aduk panjang kayu jati premium,Peralatan Masak Lainnya,Baru,5,1,6,3,2,0,35400,37900,7,Sendok aduk panjang kayu jati premium<br><br/><br><br/>dengan ukuran 20x3cm
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gw9v8a,Basket Mendong Mix Sintetis,Dekorasi Rumah,Baru,0,0,1,1,0,0,237500,250000,5,"Basket Mendong Mix Sintetis  <br><br/>Ukuran (diameter x tinggi) : 26x26cm , 28x30cm , 32x36cm"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gw9qq7,Mangkuk glombang kayu jati premium,Ruang Makan,Baru,0,0,4,3,0,0,98400,105900,7,Mangkuk gelombang kayu jati premium<br><br/><br><br/>ukuran diameter 15cm tinggi 10cm
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gw9ozv,Basket Sintesis - Keranjang Anyaman Sintesis 2 Set,Home Stuff,Baru,0,0,1,1,0,0,173850,183000,5,<p>Basket Sintesis / Keranjang Anyaman Sintesis 2 Set</p><ul><li>1Paket isi 2pcs</li><li>Ukuran besar : D 24cm T 38cm | kecil : D 22cm T 33cm</li></ul>
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gw4gjg,Melia infinity Dress by Nature de fashion,Dress,Baru,0,0,44,5,0,0,149400,249000,40,"Pengen tampil tambah cantik dan menawan...?<br><br/><br><br/>selama produk masih tayang berarti produk masih ready stok<br><br/>yuks cek out Melia Infinity Dress tanpa lengan<br><br/>foto kami pakai foto sendiri dan bukan foto curian dari internet<br><br/>Toko kami penjual pertama dan brand kami pakai brand sendiri jadi aman kalau beli buat dijaul kembali<br><br/><br><br/><br><br/>Warna:Hitam,Maroon dan light Grey<br><br/>Ukuran:All size<br><br/>Panjang:140 cm<br><br/>LD:108cm"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gvon3a,Talenan Kayu jati premium,Peralatan Masak Lainnya,Baru,0,0,1,2,0,0,69900,89900,22,Talenan Kayu<br><br/><br><br/>Ukuran 34 x 16 x 2 cm
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gvojzg,Elegant KF99 Korean Fashion Mask Double Protection - Masker KF99 4 Ply,Masker Kesehatan,Baru,0,0,82,1,0,0,83300,98000,15,"<p>Elegant KF99 Korean Fashion Mask Double Protection</p><p>Type Mask KF99 Korean Mask Earloop<br>1 Box Isi 20 Pcs<br>Pilihan warna hitam dan putih</p><p>Elegant KF99 Korean Fashion Mask Double Protection adalah masker pelindung terbaik dengan kinerja penyaringannya yang efektif. Masker ini dirancang dengan 4 lapisan kain non-woven kepadatan tinggi untuk membantu melindungi pemakainya saat bernafas dari polutan udara seperti alergen, asap, debu, tetesan dan partikel berbahaya berbasis non minyak lainnya diudara untuk waktu yang lama</p><p>Didesain dengan bentuk 3D dari bahan ekstra ringan dan fleksibel dengan kawat hidung yang dapat disesuaikan dengan bentuk wajah agar pas dan nyaman sehingga mengurangi iritasi kulit</p><p>KEMENKES RI No: FR.03.02/VA/0406/2020<br>BEST BEFORE : JUL2026</p><p>#MASKER<br>#KF99 KOREAN MASK<br>#KF99 MASK ELEGANT</p>"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gvojts,Coverpot Anyaman Tanaman - Keranjang Anyaman Seagrass - VAS Bunga,Home Stuff,Baru,0,0,3,1,0,0,74800,88000,15,<p>Coverpot Anyaman</p><ul><li>1 Set terdiri dari 3 Cover pot dengan berbagai ukuran</li><li>Tersedia dalam Pilihan Warna</li><li>Tersedia Motif Polos dan Mix Warna</li><li>Anyaman Rapi</li></ul><p>Bagi pecinta tanaman segera miliki cover pot ini membuat dekorasi rumah terliat lebih cantik dan manis alami. Terbuat dari bahan berkualitas terbaik alami seagrass mix sintesis ( daun pandan yg sudah dikeringkan) oleh pengrajin yang kreatif.</p>
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gvocey,Sling Bag Pria Canvas Mini - Tas Canvas Slempang Pria - Tas Pria Murah,Selempang,Baru,5,18,22,25,19,0,30000,34000,12,"<p>Sling Bag Pria<br>Warna: Hitam, Abu<br>Ukuran: 31<em>18</em>7cm<br>Berat: 170gr<br>Material: Kanvas</p><p>Keunggulan:</p><ol><li>Bahan kanvas tebal tahan air namun tetap ringan dibawa kemana-mana;</li><li>Warna monokrom dengan corak sederhana, sangat cocok dipadu padankan dengan pakaian casual sehari-hari;</li><li>Terlihat kecil namun muat banyak barang seperti dompet, hp, powerbank, tablet mini, dll;</li><li>Tali lebar sehingga nyaman di pundak;</li><li>Bahan awet dan tahan lama.</li></ol><p>Perhatian:</p><ol><li>Boleh dicuci asalkan tidak menggunakan dryer suhu tinggi karena dapat merusak bahan tas.</li></ol>"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gvobds,Vas bunga kayu mini,Dekorasi Rumah,Baru,0,0,1,1,0,0,64600,76000,15,Vas bunga kayu mini<br><br/><br><br/>1set 2pcs<br><br/>ukuran 6x14cm
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gvargp,Sarung Tangan Pencuci Piring - Sarung Tangan Karet Serbaguna,Perlengkapan Cuci Piring,Baru,5,5,18,7,8,0,29500,29500,0,"<p>Sarung Tangan Pencuci Piring / Sarung Tangan Karet Serbaguna</p><p>Berat : 130 gr</p><p>Panjang : 33 cm</p><p>Lebar : 10.5 cm</p><p>Bahan : PVC + Kain Oxford</p><p>Terdapat varian warna</p><p>Sarung Tangan Lateks adalah sarung tangan pelindung dan anti air ketika Anda mencuci peralatan dapur atau digunakan untuk memotong rumput bahkan menggunakan cairan kimia pada saat membersihkan toilet dan lainya.</p><p>Keunggulan Sarung Tangan Latex :</p><ul><li><p>Desain yang nyaman dan mudah untuk digunakan.</p></li><li><p>Anti selip walaupun memegang sesuatu dengan permukaan yang sangat halus.</p></li><li><p>Anti robek dan tahan jika bersentuhan dengan benda tajam, seperti pisau, pecahan kaca atau duri pada pohon.</p></li><li><p>Dapat digunakan kembali dan mudah untuk dibersihkan</p></li><li><p>Mengurangi bakteri dan kuman.</p></li><li><p>Dapat digunakan dalam keadaan basah maupun kering.</p></li><li><p>Lengan yang panjang dengan trim elastis melindungi tangan dan lengan Anda dari basah.</p></li></ul>"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gvabqs,Tas Rotan - Tas Anyaman Rotan Model Kotak Premium - Shoulder Bag Rattan,Hand Bags,Baru,0,0,1,0,0,0,283100,298000,5,Tas Rotan Premium<br><br/><br><br/>- Model Shoulder Bag<br><br/>- Model Kancing Turn Lock<br><br/>- Size 21 x 23 x 9 Cm<br><br/>- Tersedia 2 Pilihan Warna<br><br/><br><br/>Tas Rotan dari Nature de Craft merupakan tas rotan dengan pilihan bahan yang berkualitas terbaik dan premium oleh pengrajin lokal. Didesain simple dan classic tapi Cocok digunakan pada saat acara formal maupun santai di luar rumah juga bisa dibawa pada saat travelling dengan dipadupadankan dengan outfit favoritmu.<br><br/><br><br/>Barang Ready Stock Siap di kirim dari Jakarta !!<br><br/><br><br/>Selamat Berbelanja :)
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gv9z31,Tas Rotan Hand Bag - Tas Anyaman Rotan Premium,Hand Bags,Baru,0,0,1,2,0,0,283100,298000,5,Tas Rotan Hand Bag<br><br/><br><br/>- Terdapat 2 varian warna<br><br/>- Terdapat Tali Panjang<br><br/>- Size : 23 x 33 x 11 cm<br><br/>- Bahan Rotan Premium<br><br/>- Produk lokal UMKM<br><br/>- Kancing magnet<br><br/><br><br/>Tas yang terbuat dari rotan terbaik dan premium dengan desain yang cantik menabah kesan elegant saat digunakan di berbagai aktifitas.<br><br/><br><br/>#TAS_ROTAN<br><br/>#TAS_ANYAMAN_ROTAN<br><br/>#TAS_LOKAL<br><br/>#PRODUK_UMKM<br><br/>#OLEH_OLEH_KHAS_JOGJA
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gv9vnp,Coverpot Anyaman Tanaman - Keranjang Anyaman Seagrass - VAS Bunga Anyam,Grosir Hobi & Koleksi,Baru,0,0,5,1,0,0,17000,19000,11,Coverpot Anyaman / Keranjang Anyaman Tanaman<br><br/><br><br/>- Barang Ready Stock<br><br/>- Ukuran 15 x 15 cm<br><br/>- Motif Polos<br><br/>- Anyaman Rapi<br><br/><br><br/>Bagi pecinta tanaman segera miliki cover pot ini membuat dekorasi rumah terliat lebih cantik dan manis alami. Terbuat dari bahan berkualitas terbaik alami seagrass mix sintesis ( daun pandan yg sudah dikeringkan) oleh pengrajin yang kreatif.
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gv9mva,note book atau journal book,Buku Lainnya,Baru,0,0,6,3,0,0,68250,105000,35,note book/jounal book/buku agenda dengan tempat pena<br><br/><br><br/>Import Product Ready limited stock!!<br><br/>terdapat pilihan warna(merah dan coklat<br><br/><br><br/>Detail !!<br><br/>-hardcover<br><br/>-ukuran A5(22153cm)<br><br/>-Tersedia tempat penyimpanan pena atau pensil<br><br/>-jilid benang<br><br/>-Berisi kalender dll<br><br/><br><br/><br><br/><br><br/>Silahkan order ;)
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gv6wea,Cover Pot Anyaman - Keranjang Anyam Tanaman - Mini Kaktus Anyaman,Grosir Hobi & Koleksi,Baru,0,0,3,0,0,0,19000,23000,17,Cover Pot Anyaman / Keranjang Anyam Tanaman<br><br/><br><br/>- Barang Ready Stock<br><br/>- Ukuran kecil diameter 11cm tinggi 7cm<br><br/>- Tersedia berbagai warna<br><br/>- Produk UMKM Lokal<br><br/>- Oleh-Oleh Khas Jogya<br><br/><br><br/>Dapat mempercantik tanaman didalam maupun halaman rumah.<br><br/><br><br/><br><br/>Note:<br><br/>Mohon informasikan warna yang mau dikirim melalui catatan atau melalui chat untuk menanyakan ketersediaan terlebih dahulu. Jika tidak ada catetan atau request kami akan mengirimkan secara acak / random warna.<br><br/><br><br/>SILAHKAN DI ORDER :)
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gv4tr1,Elegant 3D Fashion Mask Kids - Masker Duckbill Anak Earloap 3 Ply,Masker & Pelindung Wajah,Baru,5,1,42,3,1,0,29325,34500,15,"Elegant 3D Fashion Mask Kids<br><br/><br><br/>Type Mask : Masker Duckbill 3 Ply<br><br/>Ukuran : Anak - anak<br><br/>Warna : White (Putih)<br><br/>Isi : 1 box isi 50pcs<br><br/>Tali : Earloop<br><br/><br><br/>Elegant 3D Fashion Mask Kids adalah masker pelindung terbaik untuk anak MASK-E02dengan kinerja penyaringan yang efektif. Maker ini dirancang dengan 3 lapisan kain non-woven kepadatan tinggi untuk membantu melindungi pemakainya saat bernafas dari polutan udara seperti asap, debu serta aroma yang mengganguu di udara untuk waktu yang lama.<br><br/><br><br/>Didesain dengan bentuk 3D dari bahan ekstra ringan dan fleksibel. Tersedia berbagai pilihan warna yang fashionable dan 2 pilihan tali pengait Earloop atau Headloop<br><br/><br><br/>PT Elegant Indonesia telah tersertifikasi ISO 90001-2015 untuk pembuatan Masker Medis<br><br/>KEMENKES RI No : FR.03.02/VA/04523/2021<br><br/>BEST BEFORE : JULY 2026"
579019292,nature_de_craft_46327,Nature de Craft,Pedagang,platinum,4gv4sop,ECO BAG - SHOPPING BAG - TAS LIPAT - TAS BELANJA LIPAT - TAS SERBAGUNA,Tote Bags,Baru,5,3,79,10,6,0,18000,23000,22,"<p>ECO BAG / SHOPPING BAG</p><p>Ada 3 Varian Motif dan Warna:</p><ol><li>Flower Pink</li><li>Love Fanta</li><li>Animal Green</li></ol><p>Ukuran : 58 x 37 cm<br>Bahan : Kain Parasut</p><p>Kantong belanja sebaguna ini digunakan sebagai pengganti kantong kresek sekali pakai. Tas kantong belanja ini dapat dicuci berbahan waterproof (tahan air) dan ringan dapat dilipat kembali setelah dipakai, dan juga ada hook kecil supaya dapat di gantung atau di kaitkan.</p><p>#ECO<em>BAG<br>#SHOPPINGBAG<br>#TAS</em>LIPAT_BELANJA</p>"
